day_post_inf,lifestage,number_parasites,strain,presence,temp,humidity,ref,vector_species,vector_strain,DTR,index_ref
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
14,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
15,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
16,gland-spz,NA,NF54,1,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
9,gland-spz,NA,NF54,0,27,85,Shapiro_L_Thomas,stephensi,laboratory_Penn_State,0,2
